"","session","block","spp","ind","treatment","T1","T2","T3","T4"
"2134",9,"B2","DASP",6,"WD",1665,1882,1840,1801
"2135",9,"B2","DASP",15,"WD",1657,1884,1845,1812
"2136",9,"B2","DASP",18,"WW",1810,1910,1873,1855
"2137",9,"B2","DEFL",1,"WD",1446,1819,1766,1709
"2138",9,"B2","DEFL",9,"WW",1642,1787,1737,1692
"2139",9,"B2","DEFL",16,"WW",1760,1946,1833,1810
"2140",9,"B2","DEFL",20,"WD",1467,1812,1763,1710
"2141",9,"B2","EMNI",7,"WW",1982,2082,2046,2028
"2142",9,"B2","EMNI",9,"WD",1852,2101,2056,2013
"2143",9,"B2","EMNI",15,"WD",1590,1843,1796,1756
"2144",9,"B2","EMNI",20,"WW",1973,2068,2037,2018
"2145",9,"B2","FERU",6,"WD",1253,1791,1696,1590
"2146",9,"B2","FERU",12,"WW",1683,1869,1796,1764
"2147",9,"B2","FERU",14,"WW",1660,1869,1787,1751
"2148",9,"B2","FERU",19,"WD",1221,1776,1684,1573
"2149",9,"B2","PLMA",1,"WW",1705,1919,1842,1801
"2150",9,"B2","PLMA",6,"WD",1512,1936,1859,1778
"2151",9,"B2","PLMA",17,"WW",1846,2050,1978,1937
"2152",9,"B2","PLMA",18,"WD",1582,1936,1880,1826
"2153",9,"B2","SC",7,"WD",1781,2020,1980,1943
"2154",9,"B2","SC",11,"WD",1804,2078,2030,1984
"2155",9,"B2","SC",12,"WW",1991,1964,1923,1905
"2156",9,"B2","SC",19,"WW",1778,1919,1873,1851
"2157",9,"B2","SEAC",1,"WW",1805,1855,1833,1819
"2158",9,"B2","SEAC",2,"WW",1842,1937,1905,1891
"2159",9,"B2","SEAC",3,"WD",1743,1900,1873,1846
"2160",9,"B2","SEAC",13,"WD",1702,1932,1899,1867
"2161",9,"B2","SEAL",2,"WW",1905,2028,1987,1969
"2162",9,"B2","SEAL",8,"WD",1727,2020,1979,1942
"2163",9,"B2","SEAL",12,"WD",1634,1951,1909,1867
"2164",9,"B2","SEAL",13,"WW",1787,1905,1860,1837
"2165",9,"B2","SESE",3,"WW",1896,2050,2005,1982
"2166",9,"B2","SESE",7,"WD",1712,2061,2009,1957
"2167",9,"B2","SESE",8,"WW",1891,2050,1987,1955
"2168",9,"B2","SESE",10,"WD",1506,1943,1877,1804
"2169",9,"B2","SITR",2,"WD",1550,1887,1829,1768
"2170",9,"B2","SITR",6,"WW",1855,1946,1910,1891
"2171",9,"B2","SITR",18,"WW",1565,1669,1628,1610
"2172",9,"B2","SITR",20,"WD",1591,1881,1830,1781
"2173",9,"B2","SOBI",2,"WW",1569,1914,1792,1742
"2174",9,"B2","SOBI",9,"WD",1401,1888,1804,1710
"2175",9,"B2","SOBI",13,"WD",1483,1962,1878,1791
"2176",9,"B2","SOBI",15,"WW",1687,1887,1819,1783
"2177",9,"B2","SYNO",2,"WW",1696,1982,1878,1833
"2178",9,"B2","SYNO",16,"WW",1515,1842,1733,1678
"2179",9,"B2","SYNO",17,"WD",1396,1957,1891,1811
"2180",9,"B2","SYNO",19,"WD",1269,1797,1735,1632
"2181",9,"B2","VAMA",3,"WD",1715,1933,1896,1863
"2182",9,"B2","VAMA",9,"WW",1878,1969,1937,1919
"2183",9,"B2","VAMA",10,"WW",1792,1896,1855,1837
"2184",9,"B2","VAMA",17,"WD",1631,1835,1797,1764
"2185",9,"B3","DASP",3,"WD",1727,1953,1903,1866
"2186",9,"B3","DASP",7,"WW",1774,1891,1851,1833
"2187",9,"B3","DASP",10,"WW",1828,1928,1896,1878
"2188",9,"B3","DASP",14,"WD",1672,2012,1958,1906
"2189",9,"B3","DEFL",5,"WW",1692,1860,1801,1774
"2190",9,"B3","DEFL",6,"WD",1599,1980,1924,1865
"2191",9,"B3","DEFL",10,"WD",1502,1782,1741,1696
"2192",9,"B3","DEFL",12,"WW",1393,1842,1783,1760
"2193",9,"B3","EMNI",5,"WD",1763,2030,1984,1943
"2194",9,"B3","EMNI",11,"WW",1960,2073,2037,2018
"2195",9,"B3","EMNI",16,"WW",1828,2032,2000,1982
"2196",9,"B3","EMNI",18,"WD",1818,2056,2009,1972
"2197",9,"B3","FERU",7,"WW",1864,1996,1941,1914
"2198",9,"B3","FERU",13,"WD",1238,1790,1697,1586
"2199",9,"B3","FERU",15,"WD",NA,1921,1863,1802
"2200",9,"B3","FERU",18,"WW",1656,1941,1833,1774
"2201",9,"B3","PLMA",2,"WD",1564,1956,1900,1834
"2202",9,"B3","PLMA",4,"WW",1615,1869,1792,1751
"2203",9,"B3","PLMA",12,"WW",1751,1946,1878,1837
"2204",9,"B3","PLMA",14,"WD",1391,1759,1695,1634
"2205",9,"B3","SC",2,"WD",1650,1926,1879,1832
"2206",9,"B3","SC",10,"WW",1869,2009,1964,1941
"2207",9,"B3","SC",13,"WD",1801,2030,1984,1943
"2208",9,"B3","SC",18,"WW",1778,2041,2005,1987
"2209",9,"B3","SEAC",4,"WW",1796,1923,1882,1860
"2210",9,"B3","SEAC",10,"WW",1805,1923,1878,1855
"2211",9,"B3","SEAC",15,"WD",1725,2001,1959,1916
"2212",9,"B3","SEAC",19,"WD",1761,2035,2003,1963
"2213",9,"B3","SEAL",1,"WD",1739,2014,1974,1933
"2214",9,"B3","SEAL",3,"WD",1668,1981,1940,1898
"2215",9,"B3","SEAL",9,"WW",1842,1978,1923,1901
"2216",9,"B3","SEAL",16,"WW",1805,1928,1878,1860
"2217",9,"B3","SESE",11,"WD",NA,1978,1921,1856
"2218",9,"B3","SESE",13,"WW",1891,2041,1991,1969
"2219",9,"B3","SESE",16,"WW",1787,1928,1864,1846
"2220",9,"B3","SESE",17,"WD",1576,1903,1854,1797
"2221",9,"B3","SITR",3,"WD",1558,1911,1850,1789
"2222",9,"B3","SITR",8,"WW",1851,1973,1932,1910
"2223",9,"B3","SITR",13,"WW",1656,1774,1733,1710
"2224",9,"B3","SITR",14,"WD",1624,1874,1830,1788
"2225",9,"B3","SOBI",10,"WD",1442,1891,1813,1719
"2226",9,"B3","SOBI",14,"WW",1746,2028,1937,1887
"2227",9,"B3","SOBI",16,"WW",1733,2028,1932,1887
"2228",9,"B3","SOBI",19,"WD",1830,2064,2025,1980
"2229",9,"B3","SYNO",1,"WW",1660,1996,1891,1846
"2230",9,"B3","SYNO",3,"WD",1323,1887,1815,1716
"2231",9,"B3","SYNO",7,"WW",1560,1814,1719,1669
"2232",9,"B3","SYNO",12,"WD",1304,1858,1784,1678
"2233",9,"B3","VAMA",2,"WW",1769,1869,1837,1814
"2234",9,"B3","VAMA",7,"WD",1758,2004,1962,1926
"2235",9,"B3","VAMA",12,"WD",1670,1899,1854,1814
"2236",9,"B3","VAMA",18,"WW",1701,1819,1787,1769
"2237",9,"B4","DASP",2,"WD",1698,1926,1884,1847
"2238",9,"B4","DASP",4,"WW",1778,1901,1855,1837
"2239",9,"B4","DASP",16,"WW",1814,1919,1882,1860
"2240",9,"B4","DASP",20,"WD",1733,2023,1976,1932
"2241",9,"B4","DEFL",4,"WD",1547,1950,1891,1831
"2242",9,"B4","DEFL",11,"WW",1683,1814,1755,1733
"2243",9,"B4","DEFL",14,"WD",1575,1887,1840,1790
"2244",9,"B4","DEFL",19,"WW",1669,1810,1755,1737
"2245",9,"B4","EMNI",8,"WD",1804,2047,2002,1956
"2246",9,"B4","EMNI",10,"WW",1905,2091,NA,NA
"2247",9,"B4","EMNI",14,"WD",1831,2077,2036,1999
"2248",9,"B4","EMNI",19,"WW",2000,2127,2091,2068
"2249",9,"B4","FERU",2,"WW",1647,1914,1833,1792
"2250",9,"B4","FERU",4,"WD",1359,1881,1793,1699
"2251",9,"B4","FERU",9,"WD",1242,1761,1674,1584
"2252",9,"B4","FERU",20,"WW",1805,1982,1914,1882
"2253",9,"B4","PLMA",3,"WW",1678,1901,1823,1774
"2254",9,"B4","PLMA",7,"WD",1531,1979,1904,1829
"2255",9,"B4","PLMA",9,"WW",1719,1910,1846,1810
"2256",9,"B4","PLMA",13,"WD",1519,1961,1892,1822
"2257",9,"B4","SC",3,"WD",1775,2038,1991,1951
"2258",9,"B4","SC",5,"WW",1910,2023,1987,1964
"2259",9,"B4","SC",17,"WW",1805,2136,2050,2028
"2260",9,"B4","SC",20,"WD",1726,2005,1954,1915
"2261",9,"B4","SEAC",8,"WW",1864,1914,1896,1887
"2262",9,"B4","SEAC",14,"WW",1823,1919,1882,1864
"2263",9,"B4","SEAC",16,"WD",1810,2024,1991,1968
"2264",9,"B4","SEAC",18,"WD",1768,2020,1981,1940
"2265",9,"B4","SEAL",10,"WW",1420,1819,1764,1737
"2266",9,"B4","SEAL",11,"WW",1792,1919,1869,1842
"2267",9,"B4","SEAL",17,"WD",1636,1961,1915,1876
"2268",9,"B4","SEAL",20,"WD",1572,1874,1833,1791
"2269",9,"B4","SESE",1,"WD",1598,1995,1932,1868
"2270",9,"B4","SESE",2,"WW",1837,1978,1923,1896
"2271",9,"B4","SESE",12,"WD",1697,2028,1978,1938
"2272",9,"B4","SESE",15,"WW",1982,2096,2059,2041
"2273",9,"B4","SITR",10,"WW",1805,1919,1878,1860
"2274",9,"B4","SITR",12,"WD",1557,1886,1831,1775
"2275",9,"B4","SITR",16,"WD",1466,1846,1778,1721
"2276",9,"B4","SITR",17,"WW",1533,1801,1760,1746
"2277",9,"B4","SOBI",3,"WW",1705,1987,1896,1846
"2278",9,"B4","SOBI",4,"WD",1346,1957,1881,1764
"2279",9,"B4","SOBI",6,"WW",1551,1842,1737,1696
"2280",9,"B4","SOBI",7,"WD",1315,1860,1781,1686
"2281",9,"B4","SYNO",5,"WD",1285,1875,1785,1667
"2282",9,"B4","SYNO",10,"WD",1310,1871,1802,1710
"2283",9,"B4","SYNO",15,"WW",1615,1964,1846,1796
"2284",9,"B4","SYNO",18,"WW",1538,1869,1742,1683
"2285",9,"B4","VAMA",6,"WD",1685,1937,1896,1859
"2286",9,"B4","VAMA",8,"WD",1617,1840,1801,1763
"2287",9,"B4","VAMA",13,"WW",1751,1842,1810,1792
"2288",9,"B4","VAMA",14,"WW",1846,1941,1910,1891
"2289",9,"B5","DASP",8,"WD",1634,1919,1875,1829
"2290",9,"B5","DASP",11,"WW",1683,1805,1769,1751
"2291",9,"B5","DASP",13,"WW",1814,1910,1878,1860
"2292",9,"B5","DASP",19,"WD",1614,1865,1822,1778
"2293",9,"B5","DEFL",3,"WW",1742,1901,1851,1828
"2294",9,"B5","DEFL",7,"WD",1488,1842,1788,1728
"2295",9,"B5","DEFL",8,"WD",1478,1846,1791,1737
"2296",9,"B5","DEFL",17,"WW",1669,1805,1755,1733
"2297",9,"B5","EMNI",3,"WD",1780,2071,2023,1975
"2298",9,"B5","EMNI",4,"WW",1946,2068,1928,2005
"2299",9,"B5","EMNI",6,"WW",1950,2068,2032,2014
"2300",9,"B5","EMNI",17,"WD",1806,2088,2036,1990
"2301",9,"B5","FERU",8,"WD",1634,2021,1955,1890
"2302",9,"B5","FERU",10,"WD",1537,1979,1919,1843
"2303",9,"B5","FERU",11,"WW",1660,1851,1778,1746
"2304",9,"B5","FERU",17,"WW",1588,1860,1755,1710
"2305",9,"B5","PLMA",8,"WW",1678,1901,1828,1792
"2306",9,"B5","PLMA",15,"WD",1467,1888,1820,1747
"2307",9,"B5","PLMA",19,"WD",1448,1841,1772,1700
"2308",9,"B5","PLMA",20,"WW",1837,2005,1955,1923
"2309",9,"B5","SC",4,"WW",1928,2064,2023,2000
"2310",9,"B5","SC",6,"WW",1851,1969,2028,1910
"2311",9,"B5","SC",8,"WD",1611,1916,1857,1804
"2312",9,"B5","SC",16,"WD",1901,2173,2121,2070
"2313",9,"B5","SEAC",5,"WW",1737,1864,1823,1810
"2314",9,"B5","SEAC",6,"WD",1711,1905,1873,1840
"2315",9,"B5","SEAC",7,"WD",1695,1915,1880,1850
"2316",9,"B5","SEAC",20,"WW",1851,2005,1950,1928
"2317",9,"B5","SEAL",6,"WW",1787,1923,1873,1855
"2318",9,"B5","SEAL",15,"WW",1783,1960,1901,1873
"2319",9,"B5","SEAL",18,"WD",1465,1781,1742,1700
"2320",9,"B5","SEAL",19,"WD",1683,1941,1900,1866
"2321",9,"B5","SESE",4,"WW",1891,2028,1982,1964
"2322",9,"B5","SESE",5,"WD",1441,1866,1801,1726
"2323",9,"B5","SESE",6,"WD",1626,1979,1926,1872
"2324",9,"B5","SESE",14,"WW",1828,1978,1923,1896
"2325",9,"B5","SITR",1,"WW",1755,1864,1823,1810
"2326",9,"B5","SITR",9,"WD",1598,1911,1860,1810
"2327",9,"B5","SITR",15,"WD",1560,1949,1887,1825
"2328",9,"B5","SITR",19,"WW",1801,1910,1869,1851
"2329",9,"B5","SOBI",1,"WW",1687,1960,1869,1833
"2330",9,"B5","SOBI",8,"WD",1255,1821,1746,1635
"2331",9,"B5","SOBI",12,"WD",1257,1801,1737,1636
"2332",9,"B5","SOBI",18,"WW",1683,1937,1864,1828
"2333",9,"B5","SYNO",4,"WW",1719,1969,1896,1864
"2334",9,"B5","SYNO",6,"WD",1291,1793,1743,1669
"2335",9,"B5","SYNO",8,"WW",1660,1910,1828,1792
"2336",9,"B5","SYNO",20,"WD",1713,2038,1984,1931
"2337",9,"B5","VAMA",4,"WD",1691,1947,1906,1868
"2338",9,"B5","VAMA",5,"WD",1594,1871,1826,1780
"2339",9,"B5","VAMA",11,"WW",1705,1814,1783,1760
"2340",9,"B5","VAMA",15,"WW",1678,1787,1751,1737
"2341",10,"B1","DASP",1,"WD",1605,1849,1814,1780
"2342",10,"B1","DASP",9,"WW",1774,1887,1842,1787
"2343",10,"B1","DASP",12,"WD",1669,1895,1864,1832
"2344",10,"B1","DASP",17,"WW",1760,1887,1819,1764
"2345",10,"B1","DEFL",2,"WW",1746,1842,1796,1751
"2346",10,"B1","DEFL",13,"WD",1570,1871,1833,1793
"2347",10,"B1","DEFL",15,"WW",1742,1842,1801,1755
"2348",10,"B1","DEFL",18,"WD",1491,1795,1754,1711
"2349",10,"B1","EMNI",1,"WW",1996,1969,1919,1869
"2350",10,"B1","EMNI",2,"WW",1964,2082,2032,1982
"2351",10,"B1","EMNI",12,"WD",1785,2053,2016,1982
"2352",10,"B1","EMNI",13,"WD",1848,2067,2032,1998
"2353",10,"B1","FERU",1,"WD",1440,2001,1929,1849
"2354",10,"B1","FERU",3,"WW",1524,1855,1705,1533
"2355",10,"B1","FERU",5,"WD",1294,1771,1715,1653
"2356",10,"B1","FERU",16,"WW",1656,1905,1769,1619
"2357",10,"B1","PLMA",5,"WW",1665,1864,1774,1678
"2358",10,"B1","PLMA",10,"WD",1555,1952,1893,1845
"2359",10,"B1","PLMA",11,"WW",1828,1982,1923,1855
"2360",10,"B1","PLMA",16,"WD",1668,1974,1938,1900
"2361",10,"B1","SC",1,"WD",1788,2103,2054,2012
"2362",10,"B1","SC",9,"WW",1869,1996,1937,1887
"2363",10,"B1","SC",14,"WW",1950,2068,2014,1955
"2364",10,"B1","SC",15,"WD",1747,1991,1957,1921
"2365",10,"B1","SEAC",9,"WW",1851,1937,1901,1860
"2366",10,"B1","SEAC",11,"WD",1791,1970,NA,1923
"2367",10,"B1","SEAC",12,"WW",1851,1941,1905,1860
"2368",10,"B1","SEAC",17,"WD",1771,1959,1933,1908
"2369",10,"B1","SEAL",4,"WD",1540,1886,1830,1784
"2370",10,"B1","SEAL",5,"WW",1755,1905,1842,1774
"2371",10,"B1","SEAL",7,"WW",1728,1846,1792,1728
"2372",10,"B1","SEAL",14,"WD",1743,2025,1981,1942
"2373",10,"B1","SESE",9,"WW",1842,2037,1950,1851
"2374",10,"B1","SESE",18,"WD",1683,1997,1959,1918
"2375",10,"B1","SESE",19,"WW",1891,2005,1923,1846
"2376",10,"B1","SESE",20,"WD",1584,1924,1883,1845
"2377",10,"B1","SITR",4,"WW",1851,1978,1928,1873
"2378",10,"B1","SITR",5,"WD",1773,2040,2010,1976
"2379",10,"B1","SITR",7,"WD",1580,1929,1883,1838
"2380",10,"B1","SITR",11,"WW",1746,1851,1801,1746
"2381",10,"B1","SOBI",5,"WD",1386,1848,1792,1729
"2382",10,"B1","SOBI",11,"WW",1583,1837,1710,1574
"2383",10,"B1","SOBI",17,"WD",1427,1951,1879,1793
"2384",10,"B1","SOBI",20,"WW",1778,1991,1896,1796
"2385",10,"B1","SYNO",9,"WD",1555,1975,1915,1847
"2386",10,"B1","SYNO",11,"WD",1383,1930,1871,1792
"2387",10,"B1","SYNO",13,"WW",1483,1851,1733,1601
"2388",10,"B1","SYNO",14,"WW",1583,1950,1792,1624
"2389",10,"B1","VAMA",1,"WW",1769,1878,1828,1774
"2390",10,"B1","VAMA",16,"WW",1687,1810,1755,1701
"2391",10,"B1","VAMA",19,"WD",1681,1887,1858,1828
"2392",10,"B1","VAMA",20,"WD",1731,1957,1927,1896
"2393",10,"B2","DASP",5,"WW",1837,1941,1891,1837
"2394",10,"B2","DASP",6,"WD",1643,1880,1840,1806
"2395",10,"B2","DASP",15,"WD",1664,1877,1848,1818
"2396",10,"B2","DASP",18,"WW",1796,1919,1864,1805
"2397",10,"B2","DEFL",1,"WD",1486,1824,1781,1732
"2398",10,"B2","DEFL",9,"WW",1624,1796,1733,1651
"2399",10,"B2","DEFL",16,"WW",1724,1855,1778,1701
"2400",10,"B2","DEFL",20,"WD",1509,1821,1783,1741
"2401",10,"B2","EMNI",7,"WW",1964,2068,2014,1950
"2402",10,"B2","EMNI",9,"WD",1849,2099,2065,2026
"2403",10,"B2","EMNI",15,"WD",1597,1844,1808,1775
"2404",10,"B2","EMNI",20,"WW",1969,2077,2037,1987
"2405",10,"B2","FERU",6,"WD",1249,1808,1728,1638
"2406",10,"B2","FERU",12,"WW",1633,1864,1755,1642
"2407",10,"B2","FERU",14,"WW",1592,1891,1764,1615
"2408",10,"B2","FERU",19,"WD",1223,1782,1714,1627
"2409",10,"B2","PLMA",1,"WW",1660,1928,1819,1701
"2410",10,"B2","PLMA",6,"WD",1493,1924,1875,1822
"2411",10,"B2","PLMA",17,"WW",1810,2041,1950,1842
"2412",10,"B2","PLMA",18,"WD",1610,1940,1904,1862
"2413",10,"B2","SC",7,"WD",1805,2025,1990,1956
"2414",10,"B2","SC",11,"WD",1819,2069,2033,1998
"2415",10,"B2","SC",12,"WW",1846,2082,2032,1978
"2416",10,"B2","SC",19,"WW",1783,1901,1846,1787
"2417",10,"B2","SEAC",1,"WW",1792,1851,1823,1792
"2418",10,"B2","SEAC",2,"WW",1855,1946,1919,1882
"2419",10,"B2","SEAC",3,"WD",1735,1895,1873,1849
"2420",10,"B2","SEAC",13,"WD",1885,1930,1902,1871
"2421",10,"B2","SEAL",2,"WW",1891,2014,1964,1910
"2422",10,"B2","SEAL",8,"WD",1789,2021,1979,1942
"2423",10,"B2","SEAL",12,"WD",1672,1963,1927,1884
"2424",10,"B2","SEAL",13,"WW",1764,1887,1833,1769
"2425",10,"B2","SESE",3,"WW",1878,2064,1991,1905
"2426",10,"B2","SESE",7,"WD",1751,2061,2017,1971
"2427",10,"B2","SESE",8,"WW",1842,2023,1928,1819
"2428",10,"B2","SESE",10,"WD",1537,1954,1904,1849
"2429",10,"B2","SITR",2,"WD",1544,1876,1833,1784
"2430",10,"B2","SITR",6,"WW",1833,1937,1882,1823
"2431",10,"B2","SITR",18,"WW",1538,1678,1615,1556
"2432",10,"B2","SITR",20,"WD",1582,1882,1848,1813
"2433",10,"B2","SOBI",2,"WW",1497,1891,1710,1520
"2434",10,"B2","SOBI",9,"WD",1382,1884,1824,1750
"2435",10,"B2","SOBI",13,"WD",1779,2074,2004,1917
"2436",10,"B2","SOBI",15,"WW",1633,1878,1760,1628
"2437",10,"B2","SYNO",2,"WW",1642,1950,1814,1669
"2438",10,"B2","SYNO",16,"WW",1483,1882,1751,1601
"2439",10,"B2","SYNO",17,"WD",1456,1960,1890,1809
"2440",10,"B2","SYNO",19,"WD",1278,1809,1752,1674
"2441",10,"B2","VAMA",3,"WD",1735,1934,1904,1873
"2442",10,"B2","VAMA",9,"WW",1860,1969,1919,1864
"2443",10,"B2","VAMA",10,"WW",1783,1878,1828,1769
"2444",10,"B2","VAMA",17,"WD",1633,1833,1805,1775
"2445",10,"B3","DASP",3,"WD",1710,1942,1906,1872
"2446",10,"B3","DASP",7,"WW",1760,1882,1828,1778
"2447",10,"B3","DASP",10,"WW",1805,1937,1878,1810
"2448",10,"B3","DASP",14,"WD",1690,1996,1944,1891
"2449",10,"B3","DEFL",5,"WW",1683,1869,1792,1705
"2450",10,"B3","DEFL",6,"WD",1634,1998,1955,1905
"2451",10,"B3","DEFL",10,"WD",1524,1776,1741,1701
"2452",10,"B3","DEFL",12,"WW",1651,1891,1805,1715
"2453",10,"B3","EMNI",5,"WD",1782,2030,1988,1948
"2454",10,"B3","EMNI",11,"WW",1955,2059,1996,1932
"2455",10,"B3","EMNI",16,"WW",1928,2050,2005,1960
"2456",10,"B3","EMNI",18,"WD",1825,2056,2023,1990
"2457",10,"B3","FERU",7,"WW",1810,1982,1887,1796
"2458",10,"B3","FERU",13,"WD",1251,1791,1725,1643
"2459",10,"B3","FERU",15,"WD",1536,1923,1867,1805
"2460",10,"B3","FERU",18,"WW",1588,1941,1801,1624
"2461",10,"B3","PLMA",2,"WD",1591,1994,1950,1909
"2462",10,"B3","PLMA",4,"WW",1601,1828,1715,1597
"2463",10,"B3","PLMA",12,"WW",1728,1969,1873,1764
"2464",10,"B3","PLMA",14,"WD",1385,1763,1720,1674
"2465",10,"B3","SC",2,"WD",1654,1927,1887,1844
"2466",10,"B3","SC",10,"WW",1869,2009,1950,1887
"2467",10,"B3","SC",13,"WD",1778,2030,1993,1958
"2468",10,"B3","SC",18,"WW",1923,2068,2023,1955
"2469",10,"B3","SEAC",4,"WW",1787,1932,1878,1814
"2470",10,"B3","SEAC",10,"WW",1783,1923,1869,1810
"2471",10,"B3","SEAC",15,"WD",1733,1992,1962,1926
"2472",10,"B3","SEAC",19,"WD",1820,2021,1995,1969
"2473",10,"B3","SEAL",1,"WD",1748,2020,1985,1947
"2474",10,"B3","SEAL",3,"WD",1739,1978,1944,1910
"2475",10,"B3","SEAL",9,"WW",1810,1987,1928,1860
"2476",10,"B3","SEAL",16,"WW",1783,1910,1855,1801
"2477",10,"B3","SESE",11,"WD",1606,1979,1931,1877
"2478",10,"B3","SESE",13,"WW",1873,2009,1937,1855
"2479",10,"B3","SESE",16,"WW",1751,1919,1851,1774
"2480",10,"B3","SESE",17,"WD",1615,1920,1888,1849
"2481",10,"B3","SITR",3,"WD",1564,1915,1871,1826
"2482",10,"B3","SITR",8,"WW",1837,1955,1887,1814
"2483",10,"B3","SITR",13,"WW",1637,1796,1742,1678
"2484",10,"B3","SITR",14,"WD",1607,1869,1832,1792
"2485",10,"B3","SOBI",10,"WD",1409,1889,1832,1760
"2486",10,"B3","SOBI",14,"WW",1715,2005,1869,1719
"2487",10,"B3","SOBI",16,"WW",1696,1991,1842,1683
"2488",10,"B3","SOBI",19,"WD",1812,2064,2031,1997
"2489",10,"B3","SYNO",1,"WW",1647,1969,1823,1665
"2490",10,"B3","SYNO",3,"WD",1346,1920,1850,1766
"2491",10,"B3","SYNO",7,"WW",1492,1864,1742,1601
"2492",10,"B3","SYNO",12,"WD",1313,1859,1803,1718
"2493",10,"B3","VAMA",2,"WW",1764,1869,1823,1764
"2494",10,"B3","VAMA",7,"WD",1789,2001,1971,1943
"2495",10,"B3","VAMA",12,"WD",1650,1907,1870,1834
"2496",10,"B3","VAMA",18,"WW",1715,1805,1751,1696
"2497",10,"B4","DASP",2,"WD",1698,1921,1888,1851
"2498",10,"B4","DASP",4,"WW",1760,1891,1828,1764
"2499",10,"B4","DASP",16,"WW",1801,1928,1873,1810
"2500",10,"B4","DASP",20,"WD",1755,2031,1995,1951
"2501",10,"B4","DEFL",4,"WD",1572,1942,1897,1840
"2502",10,"B4","DEFL",11,"WW",1637,1801,1724,1642
"2503",10,"B4","DEFL",14,"WD",1598,1886,1848,1799
"2504",10,"B4","DEFL",19,"WW",1660,1819,1764,1696
"2505",10,"B4","EMNI",8,"WD",1799,2043,2011,1973
"2506",10,"B4","EMNI",10,"WW",2023,2159,2105,2050
"2507",10,"B4","EMNI",14,"WD",1848,2078,2046,2004
"2508",10,"B4","EMNI",19,"WW",1996,2127,2064,1996
"2509",10,"B4","FERU",2,"WW",1619,1887,1746,1597
"2510",10,"B4","FERU",4,"WD",1365,1880,1815,1740
"2511",10,"B4","FERU",9,"WD",1250,1777,1708,1623
"2512",10,"B4","FERU",20,"WW",1760,1991,1882,1760
"2513",10,"B4","PLMA",3,"WW",1642,1928,1810,1692
"2514",10,"B4","PLMA",7,"WD",1554,1956,1911,1859
"2515",10,"B4","PLMA",9,"WW",1692,1901,1787,1678
"2516",10,"B4","PLMA",13,"WD",1551,1953,1908,1854
"2517",10,"B4","SC",3,"WD",1789,2040,2005,1966
"2518",10,"B4","SC",5,"WW",1896,2014,1955,1891
"2519",10,"B4","SC",17,"WW",1964,2096,2041,1973
"2520",10,"B4","SC",20,"WD",1736,2000,1960,1916
"2521",10,"B4","SEAC",8,"WW",1851,1905,1882,1851
"2522",10,"B4","SEAC",14,"WW",1810,1914,1873,1828
"2523",10,"B4","SEAC",16,"WD",1857,2016,1989,1962
"2524",10,"B4","SEAC",18,"WD",1793,2024,2000,1963
"2525",10,"B4","SEAL",10,"WW",1633,1851,1778,1692
"2526",10,"B4","SEAL",11,"WW",1764,1941,1896,1842
"2527",10,"B4","SEAL",17,"WD",1705,1953,1923,1887
"2528",10,"B4","SEAL",20,"WD",1635,1881,1845,1813
"2529",10,"B4","SESE",1,"WD",1627,1999,1960,1907
"2530",10,"B4","SESE",2,"WW",1783,1928,1823,1719
"2531",10,"B4","SESE",12,"WD",1738,2037,1995,1952
"2532",10,"B4","SESE",15,"WW",1960,2077,2005,1919
"2533",10,"B4","SITR",10,"WW",1796,1923,1873,1819
"2534",10,"B4","SITR",12,"WD",1567,1883,1845,1801
"2535",10,"B4","SITR",16,"WD",1475,1851,1809,1762
"2536",10,"B4","SITR",17,"WW",1683,1787,1728,1674
"2537",10,"B4","SOBI",3,"WW",1651,1973,1814,1647
"2538",10,"B4","SOBI",4,"WD",1371,1961,1901,1808
"2539",10,"B4","SOBI",6,"WW",1488,1805,1637,1465
"2540",10,"B4","SOBI",7,"WD",1331,1872,1807,1722
"2541",10,"B4","SYNO",5,"WD",1296,1863,1796,1703
"2542",10,"B4","SYNO",10,"WD",1348,1900,1836,1757
"2543",10,"B4","SYNO",15,"WW",1560,1950,1787,1615
"2544",10,"B4","SYNO",18,"WW",1479,1901,1760,1597
"2545",10,"B4","VAMA",6,"WD",1711,1941,1911,1878
"2546",10,"B4","VAMA",8,"WD",1617,1838,1805,1767
"2547",10,"B4","VAMA",13,"WW",1728,1828,1774,1715
"2548",10,"B4","VAMA",14,"WW",1833,1932,1887,1833
"2549",10,"B5","DASP",8,"WD",1642,1908,1877,1828
"2550",10,"B5","DASP",11,"WW",1683,1778,1719,1660
"2551",10,"B5","DASP",13,"WW",1792,1910,1851,1787
"2552",10,"B5","DASP",19,"WD",1611,1861,1822,1787
"2553",10,"B5","DEFL",3,"WW",1742,1914,1851,1783
"2554",10,"B5","DEFL",7,"WD",1515,1874,1835,1781
"2555",10,"B5","DEFL",8,"WD",1529,1952,1811,1762
"2556",10,"B5","DEFL",17,"WW",1633,1792,1705,1615
"2557",10,"B5","EMNI",3,"WD",1785,2058,2026,1975
"2558",10,"B5","EMNI",4,"WW",1937,2073,2014,1950
"2559",10,"B5","EMNI",6,"WW",1941,2055,1996,1923
"2560",10,"B5","EMNI",17,"WD",1825,2082,2047,2009
"2561",10,"B5","FERU",8,"WD",1644,2033,1983,1918
"2562",10,"B5","FERU",10,"WD",1575,1953,1909,1851
